OBJECTID,CODI_AJB,CODI_INE,GRUP_TVIA,T_Via,Desc_Via,N_Carrer,N_CarrerC,N_CarrerC2,NOM_indexOnomastic,DATA_APROV,NOTES_DATA,ParaulaClau_1,ParaulaClau_2,ParaulaClau_3,PAGINA_WIKIPEDIA,BIOGRAFIA_CAT,PAGINA_WIKIPEDIA2
4033,701163,05489,PLACES,Pl,Plaça,Miguel de Unamuno,Pl de Miguel de Unamuno,Plaça Miguel de Unamuno,"Unamuno, Miguel de",19/11/1998,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Miguel_de_Unamuno,"Miguel de Unamuno (Bilbao, 1864 - Salamanca, 1936). Escriptor i professor universitari. Estudià filosofia i lletres a Madrid. Fou catedràtic de grec a la Universitat de Salamanca (1891) i també en fou rector. Durant la dictadura de Primo de Rivera, fou confinat a Fuerteventura (1924). Entre d'altres, va publicar: Paz en la guerra (1897), El Cristo de Velázquez (1920) i La tía Tula (1921).",https://ca.wikipedia.org/wiki/Miguel_de_Unamuno
4034,701164,05490,PLACES,Pl,Plaça,Josep Puig i Esteve,Pl de Josep Puig i Esteve,Plaça Josep Puig i Esteve,"Puig i Esteve, Josep",22/05/1995,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Josep_Puig_i_Esteve,"Josep Puig i Esteve (Agramunt, 1876 - 1931). Dependent de comerç. Fou un dels fundadors del CADCI (Centre Autonomista de Dependents de Comerç i de la Indústria); en fou secretari del 1903 al 1910, i president del 1910 al 1917, any en què va ser nomenat regidor de Barcelona. Creà una cooperativa d'habitatges que construí edificis al carrer de Manuel de Falla i al passatge Roserar.",https://ca.wikipedia.org/wiki/Josep_Puig_i_Esteve
4043,701180,05507,PLACES,Pl,Plaça,Pere Coromines,Pl de Pere Coromines,Plaça Pere Coromines,"Coromines i Montanya, Pere",22/05/1995,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Pere_Coromines_i_Montanya,"Pere Coromines i Montanya (Barcelona, 1870 - Buenos Aires, 1939). Escriptor, polític, advocat, economista, periodista i historiador. Membre fundador de l'Institut d'Estudis Catalans (1907); regidor de l'Ajuntament de Barcelona (1909); president de la coalició d'esquerres Unió Federal Nacionalista Republicana; diputat a les Corts (1910 i 1914) i per Esquerra Republicana (1936); president de l'Ateneu Barcelonès (1928 - 1930); redactor de l'Estatut d'Autonomia de Núria, i conseller de Justícia i Dret amb el president Macià.",https://ca.wikipedia.org/wiki/Pere_Coromines_i_Montanya
4048,701186,05513,PLACES,Pl,Plaça,Mossèn Ferran Palau,Pl de Mossèn Ferran Palau,Plaça Mossèn Ferran Palau,"Palau i Jover, Ferran",18/05/1995,,Ésser viu,Home,Religió,,"Ferran Palau i Jover (Granollers, 1921 - Barcelona, 1990). Sacerdot i advocat. Rector de la parròquia de Sant Jeroni de Montbau (1964 - 1989). Fundà el Foment de Cultura. Com a advocat, orientà i ajudà desinteressadament molts veïns en els problemes de caire jurídic.",
4049,701187,05514,PLACES,Pl,Plaça,Josep Obiols,Pl de Josep Obiols,Plaça Josep Obiols,"Obiols i Palau, Josep",22/05/1995,,Ésser viu,Home,Pintura,https://ca.wikipedia.org/wiki/Josep_Obiols_i_Palau,"Josep Obiols i Palau (Barcelona, 1894 - 1967). Pintor. Es formà a l'Escola de Decoració que Torres-Garcia fundà a Sarrià. Conreà la pintura muralista, en especial els temes infantils. Fou un membre destacat de la generació de 1917. Gràcies a la seva joventut, mantingué viu el Noucentisme fins a la postguerra, i personificà amb aquest estil un veritable punt de referència de catalanitat. El 1919, juntament amb deu artistes més, no aconseguí de l'Ajuntament de Sarrià una subvenció per tirar endavant un projecte de cultura integral. Per aquest motiu sembla adequada la dedicació en aquest indret de Sarrià.",https://ca.wikipedia.org/wiki/Josep_Obiols_i_Palau
4052,701194,05521,ESPAIS VERDS,Jard,Jardins,Marià Manent,Jard de Marià Manent,Jardins Marià Manent,"Manent i Cisa, Marià",06/05/1996,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Marià_Manent_i_Cisa,"Marià Manent i Cisa (Barcelona, 1898 - 1988). Escriptor. Fou director literari de l'Editorial Joventut de Barcelona. Guanyà el premi Josep Pla l'any 1974 i el Premi d'Honor de les Lletres Catalanes el 1985. La seva obra es pot considerar fonamentalment poètica, tant com a creador, com a traductor i crític de poesia.",https://ca.wikipedia.org/wiki/Marià_Manent_i_Cisa
4063,701205,05532,CARRERS,C,Carrer,Josep Ferrater i Móra,C de Josep Ferrater i Móra,Carrer Josep Ferrater i Móra,"Ferrater i Móra, Josep",08/10/1996,,Ésser viu,Home,Filosofia,https://ca.wikipedia.org/wiki/Josep_Ferrater_i_Móra,"Josep Ferrater i Móra (Barcelona, 1912 - 1991). Filòsof i assagista. Es formà amb Joaquim Xirau i rebé influències d'Ortega, Zubiri i Sartre. S'exilià el 1939. Impartí cursos a l'Havana, Santiago de Xile i Pennsilvània. S'interessà pels temes existencials, El ser y la muerte (1962); per la lògica matemàtica i la filosofia del llenguatge, Las palabras y los hombres (1972); per la idiosincràsia catalana, Les formes de vida catalana (Santiago de Xile, 1948), i pel pensament castellà, escriví llibres sobre Ortega i Unamuno. Publicà Diccionario de filosofía (Mèxic, 1941). D'actitud integracionista, assajà de resoldre la separació entre el pensament centrat en el subjecte o en l'objecte. Doctor honoris causa per la Universitat de Barcelona (1988).",https://ca.wikipedia.org/wiki/Josep_Ferrater_i_Móra
4064,701206,05533,PLACES,Pl,Plaça,Antoni Genescà i Corominas,Pl d'Antoni Genescà i Corominas,Plaça Antoni Genescà i Corominas,"Genescà i Corominas, Antoni",18/11/1996,,Ésser viu,Home,Arquitectura,https://ca.wikipedia.org/wiki/Antoni_Genescà_i_Corominas,"Antoni Genescà i Corominas (Ripoll, 1849 - Sabadell, 1927). Primer maquinista naval d'Espanya. Fou l'encarregat general dels treballs de marina de La Maquinista Terrestre i Marítima, SA. Entre les seves tasques destaquen els muntatges del dic flotant i de ponent, i les grues pòrtic dels molls de la Barceloneta i Muralla. Rebé la Medalla d'Or del Treball. Era fill de Llorenç Genescà i Rovira, primer conductor català de tren de la línia Barcelona-Mataró, el 1848, instruït pels conductors anglesos.",https://ca.wikipedia.org/wiki/Antoni_Genescà_i_Corominas
4065,701207,05534,CARRERS,Ptge,Passatge,Joan Mirambell i Bertran,Ptge de Joan Mirambell i Bertran,Passatge Joan Mirambell i Bertran,"Mirabell i Bertran, Joan",18/11/1996,,Ésser viu,Home,Economia,,"Joan Mirabell i Bertran (el Masnou, 1796 - 1863). Marí. El 1834 va establir el comerç amb les noves repúbliques americanes, que encara estaven en guerra amb Espanya. Aquest fet va originar un gran creixement en el comerç i la indústria tant de Barcelona com de la resta del país.",
4067,701210,05537,ESPAIS VERDS,Jard,Jardins,Manuel de Pedrolo,Jard de Manuel de Pedrolo,Jardins Manuel de Pedrolo,"Pedrolo i Molina, Manuel de",18/11/1996,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Manuel_de_Pedrolo_i_Molina,"Manuel de Pedrolo i Molina (l'Aranyó, 1918 - Barcelona, 1990). Escriptor. Conreà tots els gèneres literaris: poesia, teatre ?inscrit en el teatre de l'absurd?, contes i narrativa, en la qual destacà especialment. Una de les obres més conegudes és Mecanoscrit del segon origen. També traduí de l'anglès i del francès.",https://ca.wikipedia.org/wiki/Manuel_de_Pedrolo_i_Molina
4068,701211,05538,PLACES,Pl,Plaça,Frederic Marès,Pl de Frederic Marès,Plaça Frederic Marès,"Marès i Deulovol, Frederic",18/11/1996,,Ésser viu,Home,Escultura,https://ca.wikipedia.org/wiki/Frederic_Marès_i_Deulovol,"Frederic Marès i Deulovol (Portbou, 1893 - Barcelona, 1991). Escultor i col·leccionista. Rebé nombrosos guardons: el Premi Nacional d'Escultura (1923); el primer premi d'escultura a l'Exposició Universal de Barcelona (1929); la Medalla d'Or de la Ciutat (1948); la Gran Creu d'Alfons X el Savi (1951); Cavaller de l'Orde de les Arts i de les Lletres de França (1970); la Creu de Sant Jordi de la Generalitat de Catalunya (1986) i la Medalla d'Honor del Col·legi d'Advocats de Barcelona (1991). Fou director de l'Escola d'Arts i Oficis Artístics de Barcelona (1946) i de l'Escola Superior de Belles Arts de Sant Jordi de Barcelona (1947). Presidí la Reial Acadèmia de Belles Arts de Sant Jordi (1963) i fou membre numerari de la Reial Acadèmia de Belles Arts de San Fernando (1965).",https://ca.wikipedia.org/wiki/Frederic_Marès_i_Deulovol
4069,701212,05539,PLACES,Pl,Plaça,Pieyre de Mandiargues,Pl de Pieyre de Mandiargues,Plaça Pieyre de Mandiargues,"Pieyre de Mandiargues, André",18/11/1996,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/André_Pieyre_de_Mandiargues,"André Pieyre de Mandiargues (París, 1909 - 1991). Escriptor. Influït pel surrealisme i atret per l'art modern, conreà la novel·la i la poesia. L'any 1967 guanyà el premi Goncourt amb la novel·la El marge, ambientada al barri Xino de Barcelona i escrita fruit d'una visita a la ciutat. L'espai públic dedicat a aquest autor es troba en la confluència dels carrers de Sant Ramon i Marquès de Barberà.",https://ca.wikipedia.org/wiki/André_Pieyre_de_Mandiargues
4070,701213,05540,CARRERS,C,Carrer,Robert Robert,C de Robert Robert,Carrer Robert Robert,"Robert i Casacuberta, Robert",23/12/1996,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Robert_Robert_i_Casacuberta,"Robert Robert i Casacuberta (Barcelona, 1828 - Madrid, 1873). Escriptor i polític. Fundà el Diario Madrileño. El 1855 fou empresonat dos anys al Saladero per un article publicat a El Tío Crispín, revista satírica que ell mateix fundà. Sortí de la presó greument malalt. Des de l'any 1856 formà part de la redacció de La Discusión. Per motius polítics tornà a Barcelona el 1864 i publicà el fullet Al partido democrático (1865), on defensava una entesa entre Pi i Margall i Castelar. Va escriure també algunes poesies i va ser, el 1866, secretari dels Jocs Florals de Barcelona. Després de la Revolució de Setembre, fou regidor de Barcelona (1868) i diputat a Corts per Manresa (1869). Fundà El Cohete i es traslladà de nou a Madrid. El 1873 fou nomenat ambaixador de la República a Suïssa, càrrec que no pogué arribar a ocupar.",https://ca.wikipedia.org/wiki/Robert_Robert_i_Casacuberta
4072,701215,05542,CARRERS,C,Carrer,Maria Aurèlia Capmany,C de Maria Aurèlia Capmany,Carrer Maria Aurèlia Capmany,"Capmany i Farnés, Maria Aurèlia",23/12/1996,,Ésser viu,Dona,Llengua i Literatura,https://ca.wikipedia.org/wiki/Maria_Aurèlia_Capmany_i_Farnés,"Maria Aurèlia Capmany i Farnés (Barcelona, 1918 - 1991). Escriptora, autora i directora teatral, i assagista. L'any 1948 guanyà el premi Joanot Martorell amb El cel no és transparent; l'any 1968, el premi Sant Jordi amb l'obra Un lloc entre els morts. Fou presidenta del Pen Club Català (1979 - 1983). Regidora de Cultura de l'Ajuntament de Barcelona a partir de 1983 i, des del 1987, responsable de les edicions municipals. Presidenta de la Ponència de Nomenclatura de les vies públiques de Barcelona.",https://ca.wikipedia.org/wiki/Maria_Aurèlia_Capmany_i_Farnés
4074,701217,05544,PLACES,Pl,Plaça,Mossèn Josep Pedragosa,Pl de Mossèn Josep Pedragosa,Plaça Mossèn Josep Pedragosa,"Pedragosa i Monclús, Josep",23/12/1996,,Ésser viu,Home,Religió,,"Josep Pedragosa i Monclús (Sant Esteve de Palautordera, 1872 - Barcelona, 1957). Sacerdot i educador. Dedicà la seva vida a la protecció dels menors i a la rehabilitació dels delinqüents en règim obert. El 1921 fou nomenat vocal propietari i inspector de les institucions del Tribunal Tutelar de Menors i el 1929, comissari de Beneficència de l'Ajuntament. Publicà nombroses obres sobre les tasques que va dur a terme. Des del 1939 i fins a la seva mort, visqué en l'ostracisme.",
4075,701218,05545,PLACES,Pl,Plaça,Josep Rovira,Pl de Josep Rovira,Plaça Josep Rovira,"Rovira i Canals, Josep",20/01/1999,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Josep_Rovira_i_Canals,"Josep Rovira i Canals (Rubí, 1902 - Boulogne-sur-Seine, 1968). Polític i paleta d'ofici. Milità de jove en el moviment catalanista i s'afilià a Estat Català. Fundà el Partit Català Proletari i després ingressà al Bloc Obrer i Camperol. El 1944 fou un dels fundadors del Moviment Socialista de Catalunya. Destacà com a estrateg militar i líder de milícies populars.",https://ca.wikipedia.org/wiki/Josep_Rovira_i_Canals
4076,701236,05563,ESPAIS VERDS,Jard,Jardins,Manuel Blancafort,Jard de Manuel Blancafort,Jardins Manuel Blancafort,"Blancafort de Rosselló, Manuel",25/09/1997,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Manuel_Blancafort_de_Rosselló,"Manuel Blancafort de Rosselló (la Garriga, 1897 - Barcelona, 1987). Compositor. Deixeble de Joan Lamote de Grignon. Rebé influències de l'impressionisme francès. Es va donar a conèixer mundialment amb l'estrena a París de Parc d'atraccions. Evolucionà després vers una sòlida profunditat clàssica. Va compondre obres simfòniques, concerts per a piano i quartets. Algunes de les seves obres són: Sonata antiga (1929), Concerto omaggio (1944), Concert ibèric (1946), Quartet de Pedralbes (1949), Simfonia en mi major (1950), Rapsòdia catalana (1953), Evocacions (1969) i Cantata a la Verge Maria (1965), premiada per l'Orfeó Català.",https://ca.wikipedia.org/wiki/Manuel_Blancafort_de_Rosselló
4077,701237,05564,ESPAIS VERDS,Jrdi,Jardí,Petra Kelly,Jrdi de Petra Kelly,Jardí Petra Kelly,"Kelly, Petra Karin",25/09/1997,,Ésser viu,Dona,Política,,"Petra Karin Kelly (Baviera, 1947 - Bonn, 1992). Líder ecologista que fundà, l'any 1979, el Partit Verd alemany, capdavanter en la política ecologista i pacifista contra l'escalada nuclear. Juntament amb Gert Bastian, la seva parella ideològica i sentimental, van ser els primers diputats ecologistes al Bundestag des del 1983 fins al 1990. Van organitzar manifestacions no violentes contra la cursa d'armaments i la violació dels drets humans arreu del món. El final de la guerra freda, la unificació alemanya, a la qual s'oposaven els verds, la recuperació del discurs verd per part de les institucions i les divisions del seu partit van provocar una crisi, així com la marginació de Petra Kelly. Se suïcidà, juntament amb Gert Bastian, al mes d'octubre de 1992.",
4078,701238,05565,CARRERS,C,Carrer,Duoda,C de Duoda,Carrer Duoda,Duoda,10/12/1997,,Ésser viu,Dona,Llengua i Literatura,https://ca.wikipedia.org/wiki/Duoda,"Duoda (segle IX). Escriptora i comtessa de Barcelona. Entre els anys 841 i 843, mentre estava confinada a Usès (Septimània), va escriure Liber manualis (Biblioteca de Catalunya), un manual dedicat al seu fill Guillem, reclamat pel seu marit, Bernat de Septimània, quan tenia setze anys. Es tracta d'un manual adreçat a un adolescent per guiar-lo en la seva formació. El més destacable és que està escrit per una dona i, a més, laica, ja que els escriptors eclesiàstics monopolitzaven la cultura escrita en aquell moment.",https://ca.wikipedia.org/wiki/Duoda
4079,701240,05567,PLACES,Pl,Plaça,Victòria Kent,Pl de Victòria Kent,Plaça Victòria Kent,"Kent i Siano, Victòria",05/11/1997,,Ésser viu,Dona,Política,,"Victòria Kent i Siano (Màlaga, 1898 - Nova York, 1987). Política i jurista. L'any 1924 començà a exercir d'advocada i el 1930 defensà els membres del Comitè Revolucionari jutjats pels fets de Jaca. Fou diputada a les Corts els anys 1931 i 1936, i ocupà el càrrec de directora general de Presons i de l'Institut d'Estudis Penals. En acabar la Guerra Civil, s'exilià a França, on visqué l'ocupació nazi. Va reflectir aquesta experiència en el llibre Cuatro años en París (1947). Després, s'establí a Mèxic (1945 - 1950), on s'encarregà d'organitzar una escola per a la capacitació de les preses; més tard, treballà a l'ONU (1950 - 1952). Dirigí la revista Ibérica. L'any 1977 tornà de l'exili.",
4080,701241,05568,PLACES,Pl,Plaça,Joaquín Maurín,Pl de Joaquín Maurín,Plaça Joaquín Maurín,"Maurín i Julià, Joaquín",05/11/1997,,Ésser viu,Home,Política,,"Joaquín Maurín i Julià (Bonansa, 1896 - Nova York, 1973). Escriptor i polític. Fou militant de la CNT i delegat al congrés de la Internacional Sindical Roja a Moscou (ISR). S'enfrontà als anarquistes en defensa de la permanència de la CNT dins la ISR. Era membre del Comitè Central del PCE, però mantingué fortes divergències amb el partit, al marge del qual creà el Bloc Obrer i Camperol. Va ser expulsat del PCE el 1931. Fou el principal teòric i impulsor de l'Aliança Obrera a Catalunya. L'any 1935 fou elegit secretari general del POUM i el 1936, diputat a Corts. És autor de La Revolución española (1932) i Hacia la Segunda Revolución (1935).",
4081,701242,05569,ESPAIS VERDS,Jard,Jardins,Mercè Plantada,Jard de Mercè Plantada,Jardins Mercè Plantada,"Plantada i Vicente, Mercè",05/11/1997,,Ésser viu,Dona,Música,https://ca.wikipedia.org/wiki/Mercè_Plantada_i_Vicente,"Mercè Plantada i Vicente (Barcelona, 1892 - Vilafranca del Penedès, 1976). Soprano. Debutà amb l'Associació de la Música de Cambra de Barcelona al Palau de la Música. S'especialitzà en lied i participà en concerts simfònics vocals. Estrenà a Barcelona El amor brujo, de Falla, sota la direcció del mateix compositor. L'acompanyaren al piano Igor Stravinsky, Richard Strauss, Nin, Manen, Frederic Mompou, Turina, Pau Casals, entre d'altres. Fou professora de cant al Conservatori del Liceu. El 1967 obtingué la Medalla al Mèrit Artístic de l'Ajuntament de Barcelona.",https://ca.wikipedia.org/wiki/Mercè_Plantada_i_Vicente
4082,701243,05570,PLACES,Pl,Plaça,Maria-Antònia Salvà,Pl de Maria-Antònia Salvà,Plaça Maria-Antònia Salvà,"Salvà i Ripoll, Maria-Antònia",01/12/1997,,Ésser viu,Dona,Poesia,,"Maria-Antònia Salvà i Ripoll (Palma de Mallorca, 1869 - Llucmajor, 1958). Poeta i traductora. Entre les seves amistats destacaren la de Miquel Ferrà i Josep Carner, que esdevingueren els seus mentors literaris. El 1903 fou premiada al Certamen Literari de les Fires i Festes de Mallorca pel seu poema Joc de nins. La seva obra poètica s'aplegà en els volums Poesies (1910), Espigues en flor (1926), El retorn (1934), entre d'altres. Va col·laborar en les revistes Catalunya i Feminal. Traduí obres de Frederic Mistral, Francis Jammes, Manzoni i Petrarca.",
4083,701244,05571,ESPAIS VERDS,Jrdi,Jardí,Elies Ortiz,Jrdi d' Elies Ortiz,Jardí Elies Ortiz,"Ortiz Garrido, Elies",01/12/1997,,Ésser viu,Home,Associacionisme,,"Elies Ortiz Garrido (Barcelona, 1920 - 1991). Líder veïnal. Va endegar nombrosos projectes al barri de Can Tunis amb l'objectiu de promoure l'associacionisme, raó per la qual va crear el Centre Social de Can Tunis i la Germandat d'Estalvis de Can Tunis, i va presidir la Cooperativa d'Habitatges de Can Tunis i l'Associació de Veïns de la Font de la Guatlla.",
